Timestamp,isLeftGazeValid, isRightGazeValid,leftGazePosX,leftGazePosY,leftGazePosZ,leftGazeRotX,leftGazeRotY,leftGazeRotZ,leftGazeRotW,rightGazePosX,rightGazePosY,rightGazePosZ,rightGazeRotX,rightGazeRotY,rightGazeRotZ,rightGazeRotW,isLeftPupilDiameterValid, isRightPupilDiameterValid,leftPupilDiameter,rightPupilDiameter,isLeftPupilPositionValid, isLRightPupilPositionValidleftPupilPositionX,leftPupilPositionY,rightPupilPositionX,rightPupilPositionY,isleftGeometricValid,isRightGeometricValid,leftOpenness,rightOpenness,leftWide,rightWide,leftSqueeze,rightSqueeze,headPosX,headPosY,headPosZ,headRotX,headRotY,headRotZ,headRotW
2025-06-20 13:33:31.486,1,1,-1.150091,0.5786871,2.416792,0.08441779,-0.006422472,-0.05869977,-0.9946792,-1.08615,0.5862805,2.4153830.08530528,-0.02246651,-0.05920599,-0.9943405,1,1,6.230652,6.542698,1,1,0.4915287,0.4618745,0.5188998,0.469964,1,1,0.9999999,0.9999999,0,0,0,0,-1.118294,0.582908,-2.432288,0.02575908,-0.001304338,0.05844757,0.9979572
2025-06-20 13:33:31.497,1,1,-1.149786,0.5784867,2.41673,0.08546503,-0.006461691,-0.05810326,-0.9946246,-1.085836,0.5860005,2.4152870.08634377,-0.02250733,-0.05858831,-0.9942864,1,1,6.223263,6.535334,1,1,0.4915287,0.4618745,0.5181558,0.4703472,1,1,0.9999999,0.9999999,0,0,0,0,-1.118034,0.5827435,-2.43222,0.02674051,-0.001501344,0.05796231,0.9979595
2025-06-20 13:33:31.508,1,1,-1.1495,0.5782627,2.416717,0.08659424,-0.006271709,-0.05750393,-0.994563,-1.085541,0.5856991,2.415270.08746458,-0.02231897,-0.05796673,-0.9942292,1,1,6.228385,6.532289,1,1,0.4898638,0.46193,0.5181558,0.4703472,1,1,0.9999999,0.9999999,0,0,0,0,-1.117693,0.5824862,-2.432192,0.02824125,-0.001477417,0.05727457,0.9979579
2025-06-20 13:33:31.519,1,1,-1.149077,0.5779181,2.416754,0.08843686,-0.005689802,-0.05666102,-0.9944527,-1.085106,0.5852483,2.4153370.0892958,-0.02173938,-0.05709426,-0.9941298,1,1,6.243033,6.531684,1,1,0.4842552,0.4632944,0.5174052,0.472484,1,1,0.9999999,0.9999999,0,0,0,0,-1.117278,0.5821487,-2.432242,0.03011472,-0.001166051,0.05647235,0.9979492
2025-06-20 13:33:31.531,1,1,-1.148596,0.5774932,2.416852,0.09207655,-0.002591982,-0.05568198,-0.9941905,-1.084609,0.5847091,2.41550.09293275,-0.01864942,-0.05610729,-0.9939153,1,1,6.249888,6.544724,1,1,0.4842552,0.4632944,0.518154,0.4745205,1,1,0.9999999,0.9999999,0,0,0,0,-1.116813,0.5817381,-2.432369,0.03234646,-0.0005517537,0.05560281,0.9979287
2025-06-20 13:33:31.542,1,1,-1.148074,0.5769792,2.417023,0.09613967,5.284767E-05,-0.05468458,-0.9938647,-1.084072,0.5840791,2.4157730.09699401,-0.0160977,-0.05509848,-0.9936284,1,1,6.244699,6.555665,1,1,0.4847624,0.46399,0.518154,0.4745205,1,1,0.9999999,0.9999999,0,0,0,0,-1.116403,0.58133,-2.432548,0.03446371,0.0001838759,0.0548614,0.997899
2025-06-20 13:33:31.553,1,1,-1.147493,0.5764161,2.417243,0.1014226,0.004060385,-0.05368551,-0.9933856,-1.083477,0.5834066,2.4161190.1022853,-0.01224793,-0.05410416,-0.9932073,1,1,6.237982,6.536317,1,1,0.4856816,0.463985,0.517508,0.4749782,1,1,0.9999999,0.9999999,0,0,0,0,-1.115862,0.5808111,-2.432815,0.03723313,0.001249486,0.05400261,0.9978456
2025-06-20 13:33:31.564,1,1,-1.146983,0.5759051,2.417468,0.1045837,0.006269107,-0.05291637,-0.9930875,-1.082956,0.5828097,2.4164610.1054501,-0.01019375,-0.0533114,-0.9929423,1,1,6.237263,6.528934,1,1,0.4856816,0.463985,0.5176618,0.4743707,1,1,0.9999999,0.9999999,0,0,0,0,-1.115291,0.580244,-2.433145,0.0401998,0.002479083,0.05319654,0.9977716
2025-06-20 13:33:31.576,1,1,-1.146351,0.5752669,2.417785,0.1078088,0.008732683,-0.05204823,-0.99277,-1.082311,0.5820752,2.4169280.1086853,-0.008025283,-0.05240243,-0.9926617,1,1,6.236398,6.522289,1,1,0.4873883,0.4635618,0.5176618,0.4743707,1,1,0.9999999,0.9999999,0,0,0,0,-1.114699,0.5796563,-2.43353,0.0433092,0.003778344,0.05243711,0.9976776
2025-06-20 13:33:31.587,1,1,-1.145738,0.5746092,2.418181,0.1111142,0.01153992,-0.05121253,-0.9924202,-1.081687,0.5813261,2.4174720.1120184,-0.005819413,-0.05152995,-0.9923521,1,1,6.218107,6.488599,1,1,0.4873883,0.4635618,0.5176713,0.4729173,1,1,0.9999999,0.9999999,0,0,0,0,-1.114228,0.5791492,-2.433918,0.04593962,0.004865171,0.0518438,0.9975861
2025-06-20 13:33:31.598,1,1,-1.145127,0.5739616,2.418581,0.1134809,0.01331168,-0.05058548,-0.9921623,-1.081067,0.5806091,2.4180090.1143997,-0.004435715,-0.05084363,-0.9921229,1,1,6.202271,6.479401,1,1,0.4897333,0.4626132,0.5177758,0.4709033,1,1,0.9999999,0.9999999,0,0,0,0,-1.113649,0.5785673,-2.434376,0.04904016,0.006070651,0.05121518,0.9974644
2025-06-20 13:33:31.609,1,1,-1.144626,0.5734134,2.418912,0.1153605,0.01459781,-0.05021089,-0.9919465,-1.080561,0.5800201,2.4184340.1162954,-0.003520291,-0.05041909,-0.9919279,1,1,6.16864,6.472418,1,1,0.4917667,0.4614654,0.5177758,0.4709033,1,1,0.9999999,0.9999999,0,0,0,0,-1.113178,0.5780764,-2.43475,0.05155166,0.006961335,0.05089063,0.9973485
2025-06-20 13:33:31.620,1,1,-1.144231,0.5729887,2.419177,0.1163538,0.01561809,-0.04991595,-0.9918298,-1.080163,0.5795617,2.4187670.1173107,-0.002977676,-0.05007843,-0.9918274,1,1,6.141772,6.453948,1,1,0.4917667,0.4614654,0.5177937,0.4691349,1,1,0.9999999,0.9999999,0,0,0,0,-1.112709,0.5775982,-2.435117,0.05392975,0.007721741,0.05054522,0.9972348
2025-06-20 13:33:31.632,1,1,-1.143514,0.5722001,2.419804,0.1176364,0.01694269,-0.04948654,-0.9916783,-1.079439,0.5787218,2.4195050.1186296,-0.002481217,-0.04954132,-0.9916988,1,1,6.08329,6.425347,1,1,0.493109,0.4602224,0.5172512,0.4678262,1,1,0.9999999,0.9999999,0,0,0,0,-1.112115,0.5769767,-2.435713,0.05710338,0.008639038,0.05016596,0.9970697
2025-06-20 13:33:31.643,1,1,-1.14299,0.5716933,2.420224,0.1186644,0.01748438,-0.04932562,-0.9915544,-1.078913,0.5781955,2.4199870.1196708,-0.002258928,-0.04930534,-0.991586,1,1,6.050006,6.413863,1,1,0.4945349,0.4593207,0.5172512,0.4678262,1,1,0.9999999,0.9999999,0,0,0,0,-1.111608,0.5765302,-2.43616,0.05958549,0.009264918,0.04999049,0.9969277
2025-06-20 13:33:31.654,1,1,-1.142564,0.5713168,2.42056,0.1186103,0.0173195,-0.04917021,-0.9915715,-1.078485,0.5777966,2.4203530.1196378,-0.002980971,-0.04907513,-0.9915996,1,1,6.021789,6.402523,1,1,0.4955792,0.4585712,0.5168409,0.4667236,1,1,0.9999999,0.9999999,0,0,0,0,-1.111193,0.5761924,-2.436509,0.06140097,0.00960656,0.0498278,0.9968224
